3.9054,6.3633,7.3004,6.1156,5.0184,2.3841
3.1728,5.4239,7.4035,6.8733,5.0971,1.1802
4.3154,3.1599,6.553,5.903,1.6283,5.6062
1.5015,6.065,7.3882,5.484,5.4276,3.1041
3.6817,4.0877,6.7769,6.2602,3.3125,2.6711
0.8527,6.3855,6.9147,4.7335,5.94,4.5191
5.0833,3.3399,6.3352,6.8687,1.0933,7.1246
4.5271,2.6442,6.9988,6.663,3.3845,3.1873
2.161,6.1744,7.0493,4.436,5.6721,3.7423
4.1869,2.9638,6.6111,6.3354,2.3085,3.462
3.3833,6.0079,6.0542,3.2633,8.1717,8.9859
3.2559,5.8649,5.9268,3.551,8.0998,8.917
2.9728,5.1638,7.5309,6.7775,4.9444,0.78817
3.4516,5.0718,6.0297,3.7835,6.5057,7.8162
5.0886,3.1861,6.4987,6.958,1.0985,6.0462
6.3282,4.5052,6.7771,7.3222,3.0052,3.7683
3.0373,5.8416,6.3832,3.0718,7.9727,8.3434
4.7009,4.3259,6.4304,5.8675,3.585,8.1851
4.3795,4.1777,7.3518,6.8184,4.3262,1.6904
2.2536,5.9978,7.5876,6.4289,5.2185,1.6977
3.515,4.8721,7.4902,6.9744,4.6941,0.61348
2.5616,6.1658,6.4279,3.529,6.6907,6.4384
0.75468,6.267,7.0198,4.4506,5.9398,4.7296
3.5068,6.0015,7.3188,5.9015,5.1055,2.4275
4.3934,4.0825,7.2898,6.853,4.3949,1.4325
4.2508,4.3338,6.9688,6.5585,3.8539,2.0784
4.8611,1.2253,6.657,6.9923,2.3691,4.1223
3.8355,5.0833,7.5443,6.923,4.9427,1.1921e-07
3.4269,4.6194,7.5116,6.6916,4.8844,0.32483
2.9455,5.9868,7.3212,5.8231,5.0392,2.3513
1.1121,6.4714,6.9522,4.3537,5.823,4.3033
6.4417,4.6352,6.7764,7.3149,2.9355,4.2818
4.6094,5.4022,6.6267,5.7887,6.0503,8.5336
3.8332,5.5024,7.1726,6.5179,4.3396,1.4116
2.1078,6.2853,6.1808,3.0017,7.5916,8.3589
3.2207,5.8599,6.3759,3.3814,7.949,8.2922
0.77926,6.3524,6.811,4.7376,6.0616,4.7077
3.3372,6.2913,7.2156,5.6938,4.9369,2.4771
3.3361,5.3169,7.4713,6.9184,5.0421,0.35879
3.8524,4.9597,7.4319,6.8681,4.8612,0.63809
5.0434,1.3918,6.6662,6.948,2.4736,4.2642
3.1599,5.8596,6.3879,3.2752,7.9504,8.3105
3.1664,4.8577,7.5725,6.5602,5.0174,0.3736
0.69453,6.2568,7.0475,5.069,5.7652,3.7949
4.5665,3.5126,7.2539,6.8009,4.0998,2.0305
4.2541,5.8431,6.8793,5.1506,7.7512,8.7905
3.3484,4.6944,7.5432,6.6604,4.9378,0.30156
1.6021,5.9254,7.3814,5.7894,5.3968,2.3105
3.71,5.1066,7.5135,6.9036,4.9153,0.48888
3.0435,5.6525,6.2816,2.7765,8.0151,8.1601
3.1429,5.3898,7.5566,6.6863,5.126,0.78511
3.8818,5.9119,7.2168,6.2208,4.4582,1.6414
2.5677,6.0812,5.4839,1.1921e-07,8.2306,8.9396
1.7385,6.2966,7.3326,5.5505,5.4185,2.708
3.9245,5.6058,6.5707,4.352,7.8174,8.7414
1.3719,6.3918,6.5525,3.9226,6.4496,5.793
3.9589,4.6035,6.9953,6.5014,3.8472,2.0363
3.9765,5.7885,7.2602,6.7646,4.4758,1.2186
2.1346,6.3683,5.9256,3.1232,7.0156,6.6324
3.2853,6.075,6.463,3.5748,7.9531,8.0722
3.5873,5.2092,7.4809,6.5085,5.2492,1.2166
3.6757,5.1864,5.896,4.0588,6.5643,8.0136
3.6034,5.7147,6.1659,3.8304,7.9376,7.7348
3.5111,5.5131,7.4785,6.9443,4.9268,0.46711
2.6793,5.784,6.1535,2.7796,8.092,8.5127
3.4377,5.7562,6.1799,3.684,7.8122,8.457
4.0722,4.9335,7.0326,6.5381,4.0416,1.5781
2.8656,5.3885,7.3621,6.6686,5.1439,1.3763
0.99633,5.8954,7.445,5.3486,5.345,2.6243
3.9202,5.4166,7.1287,6.4238,4.1706,1.2727
1.6602,5.8576,7.5179,5.9427,5.3201,2.5271
0.86627,6.279,6.9607,4.3385,6.0389,4.9835
2.9312,5.81,7.4463,5.7662,5.1148,2.3525
2.4253,5.9255,7.2349,5.2683,5.2543,2.7132
4.0266,4.7213,7.3209,6.737,4.348,1.2513
2.9405,5.66,6.0883,2.9757,8.0709,8.3574
2.5966,5.9304,6.0826,2.3047,8.1603,8.4963
3.9957,5.191,7.5178,6.9067,4.6682,0.86021
1.156,6.2852,7.3238,5.1548,5.4771,3.424
3.154e-07,6.2128,7.1326,4.9116,5.7295,4.0092
3.5114,3.5932,6.6559,6.0516,2.8776,3.382
3.5503,5.2703,7.4738,6.9368,4.9929,0.36268
4.686,1.3431,6.9847,6.9465,3.5203,3.5552
4.2062,4.5562,7.3094,6.8789,4.4689,1.1398
2.6308,5.4364,7.5286,6.5996,5.1562,1.1768
3.4283,5.3571,6.1387,3.7765,7.2496,7.8958
2.3854,6.197,5.6132,1.608,7.6951,8.3425
4.833,2.7707,6.3057,6.402,1.1026,6.5608
4.3898,4.3229,6.2762,5.0749,2.5892,8.0008
1.1785,6.4102,7.2258,4.9409,5.5106,3.2561
2.3874,5.7787,6.3071,3.0594,6.8407,6.5839
4.0311,6.1104,7.2571,6.3413,4.6021,1.7566
3.3441,6.1239,6.2638,2.6228,8.0351,7.8459
2.6292,5.9123,5.4788,1.6063,8.2127,8.7583
3.9094,5.4863,7.457,6.9038,4.6839,0.66513
0.99805,6.431,7.317,5.4645,5.4413,2.9637
4.4562,4.2648,7.2032,6.8095,4.1658,1.6277
2.2292,6.1903,7.0037,4.5382,5.7153,3.8517
5.0564,1.9646,6.7812,7.2973,2.5729,4.3011
1.5662,6.3709,6.4432,3.4491,6.6599,6.2963
3.6903,6.1285,6.4302,4.0207,7.7543,8.3863
2.6132,6.4207,6.8349,4.4368,5.8425,4.0443
3.9009,5.9388,7.3451,6.2725,4.8102,1.8661
4.4604,6.1274,7.1341,5.2119,7.7065,8.652
4.6419,3.9537e-07,6.7881,6.7649,2.6394,4.2309
0.72752,6.3674,6.9416,4.5962,5.9865,4.9009
3.7336,5.8203,6.5096,3.5876,7.9052,8.5043
0.95706,6.2974,7.0586,4.3721,5.7899,4.0515
3.298,5.2467,7.4257,6.8445,5.138,0.83834
2.0423,5.9519,6.4391,3.5076,6.7685,6.5821
3.6196,6.3009,7.2947,6.0612,5.111,2.4997
2.6747,5.8217,6.3695,3.3724,7.2247,7.3826
3.8694,6.1424,7.2301,5.9736,4.9388,2.349
4.6473,3.464,6.976,7.0258,3.69,2.5064
3.7636,5.011,7.3774,6.9086,4.9656,0.68878
3.4153,5.9204,6.2374,3.3208,8.0386,7.666
0.77527,6.3611,7.0665,4.9723,5.7467,3.9692
5.041,1.8512,6.8571,7.2278,2.9936,3.9765
3.8164,4.6408,7.4449,6.9002,4.5786,0.93384
6.2539,4.4417,6.8168,7.3365,3.1586,3.4775
3.7863,5.9881,7.2955,6.3005,4.8462,1.8999
3.8747,6.1597,6.4687,4.361,7.744,8.2906
3.3973,5.5767,6.0847,3.6933,7.6786,8.1945
4.3864,5.2233,6.7519,5.3523,6.3606,8.6577
2.6918,5.7045,5.8111,2.486,8.0064,8.8536
3.9984,6.1197,7.2507,6.4229,4.6324,1.7034
3.3448,5.1576,7.4601,6.9542,4.9568,0.50148
3.5361,6.3018,7.2817,6.0058,5.0789,2.5562
3.5985,6.148,7.2312,5.8552,5.068,2.3803
3.0861,5.7552,7.4666,5.9337,5.1563,2.2456
4.4884,2.3231,6.3587,5.8542,1.3322,5.175
2.9135,5.546,7.5325,6.5709,4.9903,0.58484
1.9827,6.3527,6.2286,3.1237,7.4058,7.9342
